sintomas,enfermedad
"Los síntomas incluyen escalofríos, dolor de garganta, vómitos, tos seca y secreción nasal.",Gripe
Sufre de escalofríos y dolores musculares.,Gripe
"El paciente presenta sudoración, fiebre alta, vómitos, secreción nasal y fatiga extrema.",Gripe
"El cuadro clínico incluye dolor de garganta, escalofríos, fatiga extrema, vómitos y tos seca.",Gripe
El cuadro clínico incluye dolor de garganta y sudoración.,Gripe
Sufre de escalofríos y tos seca.,Gripe
"El paciente presenta tos seca, sudoración y dolor de garganta.",Gripe
"Reporta tener escalofríos, dolor de garganta, fatiga extrema y tos seca.",Gripe
"Reporta tener secreción nasal, dolores musculares, fiebre alta y sudoración.",Gripe
"Reporta tener dolor de cabeza, fiebre alta, escalofríos, secreción nasal y sudoración.",Gripe
"Muestra signos de dolores musculares, dolor de garganta, vómitos, fiebre alta y tos seca.",Gripe
"El paciente presenta escalofríos, dolor de cabeza, sudoración y dolor de garganta.",Gripe
"Se queja de secreción nasal, dolores musculares, vómitos, sudoración y fiebre alta.",Gripe
"Se queja de tos seca, sudoración, dolor de garganta y secreción nasal.",Gripe
Muestra signos de dolor de cabeza y dolores musculares.,Gripe
"sudoración, fatiga extrema y tos seca, y además presenta otros signos.",Gripe
"Tiene síntomas como fiebre alta, vómitos y dolor de cabeza.",Gripe
Sufre de tos seca y fatiga extrema.,Gripe
Experimenta dolor de cabeza y fiebre alta de forma recurrente.,Gripe
"Los síntomas incluyen tos seca, escalofríos y dolor de garganta.",Gripe
"El paciente presenta dolor de cabeza, dolor de garganta, sudoración, vómitos y fiebre alta.",Gripe
Experimenta fatiga extrema y dolor de garganta de forma recurrente.,Gripe
"Muestra signos de fiebre alta, secreción nasal, dolores musculares, escalofríos y dolor de cabeza.",Gripe
"Muestra signos de sudoración, dolor de garganta, secreción nasal, fatiga extrema y tos seca.",Gripe
"El paciente presenta vómitos, dolores musculares, fatiga extrema y secreción nasal.",Gripe
"Sufre de escalofríos, dolores musculares y dolor de cabeza.",Gripe
"El cuadro clínico incluye secreción nasal, vómitos, escalofríos y dolores musculares.",Gripe
"vómitos, tos seca, dolor de garganta, dolor de cabeza y fatiga extrema, y además presenta otros signos.",Gripe
"Reporta tener dolores musculares, fatiga extrema, fiebre alta y dolor de garganta.",Gripe
"Sufre de dolor de garganta, dolores musculares, sudoración, tos seca y escalofríos.",Gripe
Experimenta fiebre alta y dolor de garganta de forma recurrente.,Gripe
El paciente presenta dolor de cabeza y sudoración.,Gripe
El paciente presenta sudoración y dolor de cabeza.,Gripe
El cuadro clínico incluye fatiga extrema y tos seca.,Gripe
"Muestra signos de fatiga extrema, dolor de garganta y secreción nasal.",Gripe
"Muestra signos de secreción nasal, dolor de cabeza, fatiga extrema, tos seca y vómitos.",Gripe
"Reporta tener dolores musculares, escalofríos, fatiga extrema y dolor de garganta.",Gripe
"vómitos y tos seca, y además presenta otros signos.",Gripe
"Tiene síntomas como tos seca, dolor de garganta, sudoración y secreción nasal.",Gripe
Se queja de fatiga extrema y sudoración.,Gripe
"Sufre de escalofríos, dolor de garganta, sudoración, fiebre alta y dolor de cabeza.",Gripe
"fiebre alta y sudoración, y además presenta otros signos.",Gripe
"dolores musculares, tos seca, dolor de garganta, escalofríos y sudoración, y además presenta otros signos.",Gripe
"Experimenta dolores musculares, vómitos, dolor de garganta, fatiga extrema y dolor de cabeza de forma recurrente.",Gripe
"Reporta tener escalofríos, tos seca y dolor de garganta.",Gripe
"El cuadro clínico incluye fiebre alta, vómitos y escalofríos.",Gripe
El paciente presenta escalofríos y fatiga extrema.,Gripe
"Experimenta sudoración, fiebre alta, dolores musculares, dolor de cabeza y tos seca de forma recurrente.",Gripe
Tiene síntomas como secreción nasal y dolores musculares.,Gripe
Muestra signos de dolores musculares y fiebre alta.,Gripe
Muestra signos de tos seca y sudoración.,Gripe
"Muestra signos de tos seca, escalofríos y secreción nasal.",Gripe
"Muestra signos de fatiga extrema, escalofríos, secreción nasal y dolor de cabeza.",Gripe
Tiene síntomas como fiebre alta y dolores musculares.,Gripe
"Reporta tener dolor de garganta, escalofríos, secreción nasal, fatiga extrema y sudoración.",Gripe
"Tiene síntomas como fatiga extrema, secreción nasal, dolores musculares y dolor de cabeza.",Gripe
"El paciente presenta dolor de garganta, vómitos, tos seca, sudoración y secreción nasal.",Gripe
"Sufre de sudoración, dolores musculares, dolor de garganta, escalofríos y fiebre alta.",Gripe
"Sufre de secreción nasal, escalofríos, fiebre alta y sudoración.",Gripe
"El paciente presenta dolor de garganta, sudoración, fiebre alta y vómitos.",Gripe
"Experimenta dolores musculares, secreción nasal y fiebre alta de forma recurrente.",Gripe
"Sufre de dolor de garganta, dolores musculares, tos seca, escalofríos y fatiga extrema.",Gripe
"Reporta tener dolores musculares, escalofríos y fiebre alta.",Gripe
"Experimenta sudoración, dolores musculares, dolor de garganta, fatiga extrema y escalofríos de forma recurrente.",Gripe
"Muestra signos de fatiga extrema, secreción nasal y escalofríos.",Gripe
"Sufre de dolores musculares, sudoración, secreción nasal, vómitos y fiebre alta.",Gripe
"Experimenta secreción nasal, dolores musculares y fiebre alta de forma recurrente.",Gripe
"El paciente presenta escalofríos, sudoración, dolor de cabeza y fatiga extrema.",Gripe
"Reporta tener secreción nasal, sudoración, vómitos, dolores musculares y tos seca.",Gripe
"Muestra signos de vómitos, dolor de garganta, dolores musculares, escalofríos y fatiga extrema.",Gripe
"El cuadro clínico incluye fiebre alta, vómitos y dolor de garganta.",Gripe
Muestra signos de dolores musculares y dolor de cabeza.,Gripe
"Experimenta dolor de garganta, fatiga extrema, dolores musculares, vómitos y dolor de cabeza de forma recurrente.",Gripe
"Muestra signos de escalofríos, dolor de garganta y fatiga extrema.",Gripe
"Reporta tener dolor de garganta, vómitos, secreción nasal y dolor de cabeza.",Gripe
"Tiene síntomas como manos y pies fríos, latidos cardíacos rápidos, dolor en el pecho y falta de aliento.",Anemia ferropénica
"Muestra signos de manos y pies fríos, falta de aliento y fatiga extrema.",Anemia ferropénica
"El paciente presenta latidos cardíacos rápidos, manos y pies fríos, uñas quebradizas y falta de aliento.",Anemia ferropénica
Experimenta latidos cardíacos rápidos y dolor en el pecho de forma recurrente.,Anemia ferropénica
"Se queja de mareos, debilidad y uñas quebradizas.",Anemia ferropénica
El paciente presenta mareos y debilidad.,Anemia ferropénica
"El cuadro clínico incluye dolor en el pecho, dolor de cabeza, mareos, manos y pies fríos y piel pálida.",Anemia ferropénica
"Los síntomas incluyen latidos cardíacos rápidos, uñas quebradizas, piel pálida y dolor de cabeza.",Anemia ferropénica
"dolor en el pecho, falta de aliento y piel pálida, y además presenta otros signos.",Anemia ferropénica
"Los síntomas incluyen debilidad, dolor de cabeza, uñas quebradizas, mareos y latidos cardíacos rápidos.",Anemia ferropénica
Sufre de dolor de cabeza y piel pálida.,Anemia ferropénica
"Experimenta latidos cardíacos rápidos, piel pálida y dolor en el pecho de forma recurrente.",Anemia ferropénica
"Reporta tener debilidad, fatiga extrema, piel pálida, mareos y dolor de cabeza.",Anemia ferropénica
"El paciente presenta dolor de cabeza, dolor en el pecho y latidos cardíacos rápidos.",Anemia ferropénica
"fatiga extrema y falta de aliento, y además presenta otros signos.",Anemia ferropénica
"Reporta tener debilidad, mareos y uñas quebradizas.",Anemia ferropénica
"Los síntomas incluyen debilidad, mareos, piel pálida, fatiga extrema y falta de aliento.",Anemia ferropénica
"Los síntomas incluyen piel pálida, manos y pies fríos, mareos, latidos cardíacos rápidos y falta de aliento.",Anemia ferropénica
"Experimenta debilidad, dolor en el pecho, mareos y dolor de cabeza de forma recurrente.",Anemia ferropénica
"Reporta tener mareos, debilidad, dolor en el pecho, uñas quebradizas y latidos cardíacos rápidos.",Anemia ferropénica
"Los síntomas incluyen falta de aliento, manos y pies fríos y dolor en el pecho.",Anemia ferropénica
"Los síntomas incluyen mareos, debilidad, dolor de cabeza, manos y pies fríos y latidos cardíacos rápidos.",Anemia ferropénica
El cuadro clínico incluye manos y pies fríos y fatiga extrema.,Anemia ferropénica
"Experimenta latidos cardíacos rápidos, debilidad y falta de aliento de forma recurrente.",Anemia ferropénica
"fatiga extrema, uñas quebradizas y manos y pies fríos, y además presenta otros signos.",Anemia ferropénica
"El cuadro clínico incluye uñas quebradizas, dolor de cabeza y falta de aliento.",Anemia ferropénica
"Sufre de dolor de cabeza, debilidad y manos y pies fríos.",Anemia ferropénica
"latidos cardíacos rápidos y falta de aliento, y además presenta otros signos.",Anemia ferropénica
"Muestra signos de dolor en el pecho, falta de aliento, dolor de cabeza, piel pálida y debilidad.",Anemia ferropénica
"Reporta tener falta de aliento, uñas quebradizas, dolor en el pecho y manos y pies fríos.",Anemia ferropénica
"Tiene síntomas como manos y pies fríos, latidos cardíacos rápidos, falta de aliento y debilidad.",Anemia ferropénica
"Los síntomas incluyen manos y pies fríos, uñas quebradizas, fatiga extrema, debilidad y falta de aliento.",Anemia ferropénica
"El cuadro clínico incluye debilidad, dolor de cabeza, fatiga extrema y latidos cardíacos rápidos.",Anemia ferropénica
"Tiene síntomas como falta de aliento, latidos cardíacos rápidos, debilidad y dolor en el pecho.",Anemia ferropénica
"El paciente presenta debilidad, fatiga extrema, latidos cardíacos rápidos, uñas quebradizas y falta de aliento.",Anemia ferropénica
"Tiene síntomas como manos y pies fríos, uñas quebradizas, dolor en el pecho y piel pálida.",Anemia ferropénica
Los síntomas incluyen piel pálida y mareos.,Anemia ferropénica
"El paciente presenta latidos cardíacos rápidos, manos y pies fríos, fatiga extrema, falta de aliento y dolor en el pecho.",Anemia ferropénica
Sufre de falta de aliento y uñas quebradizas.,Anemia ferropénica
"Reporta tener dolor de cabeza, fatiga extrema y falta de aliento.",Anemia ferropénica
"falta de aliento, debilidad y fatiga extrema, y además presenta otros signos.",Anemia ferropénica
"Reporta tener latidos cardíacos rápidos, piel pálida y dolor en el pecho.",Anemia ferropénica
"El cuadro clínico incluye dolor de cabeza, fatiga extrema, dolor en el pecho, falta de aliento y piel pálida.",Anemia ferropénica
"piel pálida, dolor de cabeza y dolor en el pecho, y además presenta otros signos.",Anemia ferropénica
"Sufre de piel pálida, falta de aliento, latidos cardíacos rápidos, mareos y debilidad.",Anemia ferropénica
"El cuadro clínico incluye debilidad, falta de aliento, dolor en el pecho, uñas quebradizas y latidos cardíacos rápidos.",Anemia ferropénica
Reporta tener piel pálida y dolor de cabeza.,Anemia ferropénica
"El cuadro clínico incluye uñas quebradizas, piel pálida y dolor de cabeza.",Anemia ferropénica
"dolor en el pecho, latidos cardíacos rápidos y uñas quebradizas, y además presenta otros signos.",Anemia ferropénica
"Tiene síntomas como latidos cardíacos rápidos, piel pálida, fatiga extrema, mareos y uñas quebradizas.",Anemia ferropénica
"Reporta tener manos y pies fríos, debilidad y mareos.",Anemia ferropénica
"Sufre de manos y pies fríos, debilidad y fatiga extrema.",Anemia ferropénica
Experimenta latidos cardíacos rápidos y uñas quebradizas de forma recurrente.,Anemia ferropénica
"Se queja de debilidad, manos y pies fríos y fatiga extrema.",Anemia ferropénica
"Los síntomas incluyen latidos cardíacos rápidos, piel pálida, dolor en el pecho y manos y pies fríos.",Anemia ferropénica
Los síntomas incluyen falta de aliento y debilidad.,Anemia ferropénica
"Se queja de dolor en el pecho, fatiga extrema, dolor de cabeza y uñas quebradizas.",Anemia ferropénica
Experimenta falta de aliento y uñas quebradizas de forma recurrente.,Anemia ferropénica
"fatiga extrema, mareos, dolor en el pecho, piel pálida y falta de aliento, y además presenta otros signos.",Anemia ferropénica
"Tiene síntomas como uñas quebradizas, latidos cardíacos rápidos, debilidad y fatiga extrema.",Anemia ferropénica
"Los síntomas incluyen falta de aliento, manos y pies fríos y uñas quebradizas.",Anemia ferropénica
"Tiene síntomas como dolor en el pecho, piel pálida y uñas quebradizas.",Anemia ferropénica
"Muestra signos de fatiga extrema, mareos y dolor de cabeza.",Anemia ferropénica
"Tiene síntomas como manos y pies fríos, mareos y piel pálida.",Anemia ferropénica
